"Time [s]"	"Current(EndConnection) [kA]"	"RingCurrent(EndConnection) [kA]"
1.27199999999997	0.363839560105504	0.774676902064744
1.27299999999997	0.281232815623143	0.898573357763321
1.27399999999997	0.265780631145672	1.0737310337168
1.27499999999997	0.381247192911918	1.00699865264539
1.27599999999997	0.407162641470517	0.91313025811898
1.27699999999997	0.356632758674892	0.855500561860358
1.27799999999997	0.355978571473355	0.846283585268703
1.27899999999997	0.242560789490305	1.00502100399878
1.27999999999997	0.281824223066988	1.09238023258876
1.28099999999997	0.439451251687578	1.01477053707346
1.28199999999997	0.41215050449311	0.906832856169982
1.28299999999997	0.350580737357656	0.860200828023782
1.28399999999997	0.230206599486037	0.985551530834766
1.28499999999997	0.275866467445332	1.06071785361392
1.28599999999997	0.32135455492354	1.09634436042904
1.28699999999997	0.35278791091086	1.07152319493407
1.28799999999997	0.435782888064936	0.91688119795028
1.28899999999997	0.302951075648623	0.91912105818048
1.28999999999997	0.231012264235943	1.03213662289058
1.29099999999997	0.25857096916642	1.18187415419294
1.29199999999997	0.366629152440519	1.11364958207725
1.29299999999997	0.378570854198395	1.01208017311682
1.29399999999997	0.308806540573442	0.976079389098601
1.29499999999997	0.279815528655901	0.992592597009431
1.29599999999997	0.201227680734512	1.16061931843134
1.29699999999997	0.255977717621775	1.23007942978555
1.29799999999997	0.413405196944304	1.1168932646174
1.29899999999997	0.3605732395566	1.02272876418362
1.29999999999997	0.288995025907318	0.980017305940299
1.30099999999997	0.185553270788319	1.09594113503649
1.30199999999997	0.231127012616932	1.19092307555057
1.30299999999997	0.303780636971876	1.22009318344001
1.30399999999997	0.307565278286182	1.1826465726518
1.30499999999997	0.377690234899113	1.03184359849247
1.30599999999997	0.229712138183924	1.05429860727761
1.30699999999997	0.176192966682274	1.16532915377175
1.30799999999997	0.261831119931098	1.25393871487409
1.30899999999997	0.321140479872965	1.22844670155038
1.30999999999997	0.325432868370903	1.12278264157554
1.31099999999997	0.24273304032369	1.09881346068715
1.31199999999997	0.219434634020954	1.10336809296416
1.31299999999997	0.171057757624882	1.26591963746886
1.31399999999997	0.21184364011002	1.3605011708793
1.31499999999997	0.363218982543759	1.25365813131723
1.31599999999997	0.295802843288317	1.15667968525553
1.31699999999997	0.230445300052439	1.11660955983809
1.31799999999997	0.140526572671034	1.23801357117881
1.31899999999997	0.202561872998264	1.32571112049536
1.31999999999997	0.254253459293023	1.36955488990611
1.32099999999997	0.243524572086071	1.33110966553992
1.32199999999997	0.312400965577669	1.1830420687767
1.32299999999997	0.17146098909063	1.19527158926191
1.32399999999996	0.135560703922614	1.30432379996736
1.32499999999996	0.202882760073668	1.41270176018162
1.32599999999996	0.259319099295662	1.37118461584328
1.32699999999996	0.266402759909634	1.26147253676358
1.32799999999996	0.173594920542423	1.22552748735322
1.32899999999996	0.157462157934623	1.252211300756
1.32999999999996	0.147645012337051	1.36785783683238
1.33099999999996	0.157324361688621	1.47345403560402
1.33199999999996	0.299211552412396	1.36313469375794
